Dam Studbook ID,Dam DOH,Dam.Age,Dam.Inbreeding,Sire Studbook ID,Sire DOH,Sire.Age,Sire.Inbreeding,Pair.Inbreeding,Generations,Location,Lay.Date,Lay.Year,Management,Broken,Discarded,Fertile,Pipped,Hatched,Hatch.tot.nm,Hatch.tot,Artificial incubation
D10,07/07/1988,1309,0.0000,S10,01/07/1988,1315,0.0000,0.0000,3,Loc8,06/02/1992,1992,a,N,N,Y,N,N,N,N,Y
D10,07/07/1988,1313,0.0000,S10,01/07/1988,1319,0.0000,0.0000,3,Loc8,10/02/1992,1992,a,N,N,Y,Y,Y,Y,Y,Y
D10,07/07/1988,1375,0.0000,S10,01/07/1988,1381,0.0000,0.0000,3,Loc8,12/04/1992,1992,a,Y,Y,U,N,N,N,N,N
D10,07/07/1988,1377,0.0000,S10,01/07/1988,1383,0.0000,0.0000,3,Loc8,14/04/1992,1992,a,Y,Y,U,NA,NA,N,N,Y
D10,07/07/1988,1396,0.0000,S10,01/07/1988,1402,0.0000,0.0000,3,Loc8,03/05/1992,1992,a,N,N,Y,Y,Y,Y,Y,Y
D10,07/07/1988,1397,0.0000,S10,01/07/1988,1403,0.0000,0.0000,3,Loc8,04/05/1992,1992,a,N,N,N,NA,NA,N,N,N
D10,07/07/1988,1424,0.0000,S10,01/07/1988,1430,0.0000,0.0000,3,Loc8,31/05/1992,1992,a,Y,Y,U,NA,NA,N,N,N
D10,07/07/1988,1700,0.0000,NA,NA,NA,NA,NA,NA,Loc8,03/03/1993,1993,b,N,N,NA,NA,NA,N,N,N
D10,07/07/1988,1739,0.0000,NA,NA,NA,NA,NA,NA,Loc8,11/04/1993,1993,b,U,Y,NA,NA,NA,N,N,N
D10,07/07/1988,1754,0.0000,NA,NA,NA,NA,NA,NA,Loc8,26/04/1993,1993,b,N,N,NA,NA,NA,N,N,N
D10,07/07/1988,1765,0.0000,NA,NA,NA,NA,NA,NA,Loc8,07/05/1993,1993,b,N,N,NA,NA,NA,N,N,N
D10,07/07/1988,1796,0.0000,NA,NA,NA,NA,NA,NA,Loc8,07/06/1993,1993,b,N,N,NA,NA,NA,N,N,N
D10,07/07/1988,1826,0.0000,NA,NA,NA,NA,NA,NA,Loc8,07/07/1993,1993,b,N,N,NA,NA,NA,N,N,N
D10,07/07/1988,1865,0.0000,NA,NA,NA,NA,NA,NA,Loc8,15/08/1993,1993,b,Y,Y,NA,NA,NA,N,N,N
D10,07/07/1988,1970,0.0000,NA,NA,NA,NA,NA,NA,Loc8,28/11/1993,1993,b,Y,Y,NA,NA,NA,N,N,N
D10,07/07/1988,1976,0.0000,NA,NA,NA,NA,NA,NA,Loc8,04/12/1993,1993,b,Y,Y,NA,NA,NA,N,N,N
D21,11/05/1996,1057,0.0000,S6,U,U,0.0000,0.0000,3,Loc9,03/04/1999,1999,b,N,N,Y,Y,Y,Y,Y,Y
D21,11/05/1996,1060,0.0000,S6,U,U,0.0000,0.0000,3,Loc9,06/04/1999,1999,b,N,N,Y,Y,Y,Y,Y,Y
D21,11/05/1996,1125,0.0000,S6,U,U,0.0000,0.0000,3,Loc9,10/06/1999,1999,b,N,N,Y,Y,Y,Y,Y,N
D18,06/06/1995,1478,0.0781,S4,U,U,0.0000,0.0000,4,Loc9,23/06/1999,1999,b,N,N,N,NA,NA,N,N,N
D18,06/06/1995,1483,0.0781,S4,U,U,0.0000,0.0000,4,Loc9,28/06/1999,1999,b,N,N,N,NA,NA,N,N,N
D18,06/06/1995,1441,0.0781,S4,U,U,0.0000,0.0000,4,Loc9,17/05/1999,1999,b,N,Y,U,NA,NA,N,N,N
D18,06/06/1995,1443,0.0781,S4,U,U,0.0000,0.0000,4,Loc9,19/05/1999,1999,b,N,N,Y,Y,Y,Y,Y,N
D21,11/05/1996,1091,0.0000,S6,U,U,0.0000,0.0000,3,Loc9,07/05/1999,1999,b,N,N,Y,Y,Y,Y,Y,N
D21,11/05/1996,1095,0.0000,S6,U,U,0.0000,0.0000,3,Loc9,11/05/1999,1999,b,N,N,N,NA,NA,N,N,N
D18,06/06/1995,1787,0.0781,S4,U,U,0.0000,0.0000,4,Loc9,27/04/2000,2000,b,N,N,Y,Y,Y,Y,Y,N
D18,06/06/1995,1789,0.0781,S4,U,U,0.0000,0.0000,4,Loc9,29/04/2000,2000,b,N,N,Y,Y,Y,Y,Y,N
D22,04/08/1998,657,0.0000,S19,26/06/1993,2522,0.0000,0.0156,4,Loc12,22/05/2000,2000,b,Y,Y,U,NA,NA,N,N,N
D22,04/08/1998,662,0.0000,S19,26/06/1993,2527,0.0000,0.0156,4,Loc12,27/05/2000,2000,b,N,Y,U,NA,NA,N,N,N
D22,04/08/1998,600,0.0000,S19,26/06/1993,2465,0.0000,0.0156,4,Loc12,26/03/2000,2000,b,Y,Y,U,NA,NA,N,N,N
D22,04/08/1998,602,0.0000,S19,26/06/1993,2467,0.0000,0.0156,4,Loc12,28/03/2000,2000,b,N,Y,U,NA,NA,N,N,N
D23,13/01/1997,1193,0.0625,S20,27/06/1993,2489,0.0000,0.0156,4,Loc12,20/04/2000,2000,b,N,N,N,NA,NA,N,N,N
D23,13/01/1997,1195,0.0625,S20,27/06/1993,2491,0.0000,0.0156,4,Loc12,22/04/2000,2000,b,N,N,N,NA,NA,N,N,N
D19,17/07/1995,1703,0.0156,S12,05/05/1990,3602,0.0000,0.0859,4,Loc11,15/03/2000,2000,b,N,N,U,N,N,N,N,N
D19,17/07/1995,1705,0.0156,S12,05/05/1990,3604,0.0000,0.0859,4,Loc11,17/03/2000,2000,b,N,N,U,N,N,N,N,N
D21,11/05/1996,793,0.0000,S6,U,U,0.0000,0.0000,3,Loc9,13/07/1998,1998,b,N,N,Y,Y,Y,Y,Y,N
D21,11/05/1996,796,0.0000,S6,U,U,0.0000,0.0000,3,Loc9,16/07/1998,1998,b,N,N,N,NA,NA,N,N,N
D16,27/04/1994,1813,0.0000,S15,30/07/1991,2815,0.0000,0.0625,3,Loc10,14/04/1999,1999,b,N,N,Y,Y,Y,Y,Y,N
D16,27/04/1994,1839,0.0000,S15,30/07/1991,2841,0.0000,0.0625,3,Loc10,10/05/1999,1999,b,N,N,Y,N,N,N,N,N
D16,27/04/1994,1870,0.0000,S15,30/07/1991,2872,0.0000,0.0625,3,Loc10,10/06/1999,1999,b,N,N,U,N,N,N,N,N
D16,27/04/1994,1870,0.0000,S15,30/07/1991,2872,0.0000,0.0625,3,Loc10,10/06/1999,1999,b,Y,Y,U,NA,NA,N,N,N
D24,12/09/1998,906,0.0000,S9,10/05/1987,5049,0.0000,0.0000,4,Loc10,06/03/2001,2001,b,Y,Y,U,NA,NA,N,N,N
D24,12/09/1998,969,0.0000,NA,NA,NA,NA,NA,NA,Loc10,08/05/2001,2001,b,N,N,NA,NA,NA,NA,N,N
D24,12/09/1998,1004,0.0000,S9,10/05/1987,5147,0.0000,0.0000,4,Loc10,12/06/2001,2001,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1004,0.0000,S9,10/05/1987,5147,0.0000,0.0000,4,Loc10,12/06/2001,2001,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1025,0.0000,S9,10/05/1987,5168,0.0000,0.0000,4,Loc10,03/07/2001,2001,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1040,0.0000,S9,10/05/1987,5183,0.0000,0.0000,4,Loc10,18/07/2001,2001,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1068,0.0000,S9,10/05/1987,5211,0.0000,0.0000,4,Loc10,15/08/2001,2001,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1068,0.0000,S9,10/05/1987,5211,0.0000,0.0000,4,Loc10,15/08/2001,2001,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1096,0.0000,S9,10/05/1987,5239,0.0000,0.0000,4,Loc10,12/09/2001,2001,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1096,0.0000,S9,10/05/1987,5239,0.0000,0.0000,4,Loc10,12/09/2001,2001,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1336,0.0000,S9,10/05/1987,5479,0.0000,0.0000,4,Loc10,10/05/2002,2002,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1336,0.0000,S9,10/05/1987,5479,0.0000,0.0000,4,Loc10,10/05/2002,2002,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1357,0.0000,S9,10/05/1987,5500,0.0000,0.0000,4,Loc10,31/05/2002,2002,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1357,0.0000,S9,10/05/1987,5500,0.0000,0.0000,4,Loc10,31/05/2002,2002,b,Y,Y,U,NA,NA,N,N,N
D24,12/09/1998,1374,0.0000,S9,10/05/1987,5517,0.0000,0.0000,4,Loc10,17/06/2002,2002,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1375,0.0000,S9,10/05/1987,5518,0.0000,0.0000,4,Loc10,18/06/2002,2002,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1417,0.0000,S9,10/05/1987,5560,0.0000,0.0000,4,Loc10,30/07/2002,2002,b,N,N,N,NA,NA,N,N,N
D24,12/09/1998,1453,0.0000,NA,NA,NA,NA,NA,NA,Loc10,04/09/2002,2002,b,N,N,NA,NA,NA,NA,N,N
D28,31/05/2001,1051,0.0156,S22,13/12/1997,2316,0.0156,0.0195,5,Loc10,16/04/2004,2004,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,1053,0.0156,S22,13/12/1997,2318,0.0156,0.0195,5,Loc10,18/04/2004,2004,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,1084,0.0156,S22,13/12/1997,2349,0.0156,0.0195,5,Loc10,19/05/2004,2004,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,1085,0.0156,S22,13/12/1997,2350,0.0156,0.0195,5,Loc10,20/05/2004,2004,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,1117,0.0156,S22,13/12/1997,2382,0.0156,0.0195,5,Loc10,21/06/2004,2004,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,1125,0.0156,S22,13/12/1997,2390,0.0156,0.0195,5,Loc10,29/06/2004,2004,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,1125,0.0156,S22,13/12/1997,2390,0.0156,0.0195,5,Loc10,29/06/2004,2004,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,1153,0.0156,S22,13/12/1997,2418,0.0156,0.0195,5,Loc10,27/07/2004,2004,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,1153,0.0156,S22,13/12/1997,2418,0.0156,0.0195,5,Loc10,27/07/2004,2004,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,1183,0.0156,S22,13/12/1997,2448,0.0156,0.0195,5,Loc10,26/08/2004,2004,c,Y,Y,U,NA,NA,N,N,N
D28,31/05/2001,1185,0.0156,S22,13/12/1997,2450,0.0156,0.0195,5,Loc10,28/08/2004,2004,c,Y,Y,U,NA,NA,N,N,N
D28,31/05/2001,1416,0.0156,S22,13/12/1997,2681,0.0156,0.0195,5,Loc10,16/04/2005,2005,c,Y,Y,U,NA,NA,N,N,N
D28,31/05/2001,1432,0.0156,S22,13/12/1997,2697,0.0156,0.0195,5,Loc10,02/05/2005,2005,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,1475,0.0156,S22,13/12/1997,2740,0.0156,0.0195,5,Loc10,14/06/2005,2005,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,1483,0.0156,S22,13/12/1997,2748,0.0156,0.0195,5,Loc10,22/06/2005,2005,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,1515,0.0156,S22,13/12/1997,2780,0.0156,0.0195,5,Loc10,24/07/2005,2005,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,1521,0.0156,S22,13/12/1997,2786,0.0156,0.0195,5,Loc10,30/07/2005,2005,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,1540,0.0156,S22,13/12/1997,2805,0.0156,0.0195,5,Loc10,18/08/2005,2005,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,1546,0.0156,S22,13/12/1997,2811,0.0156,0.0195,5,Loc10,24/08/2005,2005,c,N,N,N,NA,NA,N,N,N
D33,12/07/2004,629,0.0195,S15,30/07/1991,5360,0.0000,0.0508,6,Loc10,02/04/2006,2006,c,Y,Y,U,NA,NA,N,N,N
D33,12/07/2004,631,0.0195,S15,30/07/1991,5362,0.0000,0.0508,6,Loc10,04/04/2006,2006,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,1804,0.0156,S22,13/12/1997,3069,0.0156,0.0195,5,Loc10,09/05/2006,2006,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,1805,0.0156,S22,13/12/1997,3070,0.0156,0.0195,5,Loc10,10/05/2006,2006,c,N,N,Y,Y,Y,Y,Y,N
D33,12/07/2004,694,0.0195,S15,30/07/1991,5425,0.0000,0.0508,6,Loc10,06/06/2006,2006,c,N,N,N,NA,NA,N,N,N
D33,12/07/2004,697,0.0195,S15,30/07/1991,5428,0.0000,0.0508,6,Loc10,09/06/2006,2006,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,1844,0.0156,S22,13/12/1997,3109,0.0156,0.0195,5,Loc10,18/06/2006,2006,c,Y,Y,U,NA,NA,N,N,N
D28,31/05/2001,1844,0.0156,S22,13/12/1997,3109,0.0156,0.0195,5,Loc10,18/06/2006,2006,c,Y,Y,U,NA,NA,N,N,N
D28,31/05/2001,1854,0.0156,S22,13/12/1997,3119,0.0156,0.0195,5,Loc10,28/06/2006,2006,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,1862,0.0156,S22,13/12/1997,3127,0.0156,0.0195,5,Loc10,06/07/2006,2006,c,N,N,N,NA,NA,N,N,N
D33,12/07/2004,730,0.0195,S15,30/07/1991,5461,0.0000,0.0508,6,Loc10,12/07/2006,2006,c,N,N,N,NA,NA,N,N,N
D33,12/07/2004,732,0.0195,S15,30/07/1991,5463,0.0000,0.0508,6,Loc10,14/07/2006,2006,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,1895,0.0156,S22,13/12/1997,3160,0.0156,0.0195,5,Loc10,08/08/2006,2006,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,1895,0.0156,S22,13/12/1997,3160,0.0156,0.0195,5,Loc10,08/08/2006,2006,c,N,N,N,NA,NA,N,N,N
D33,12/07/2004,993,0.0195,S15,30/07/1991,5724,0.0000,0.0508,6,Loc10,01/04/2007,2007,c,N,N,N,NA,NA,N,N,N
D33,12/07/2004,996,0.0195,S15,30/07/1991,5727,0.0000,0.0508,6,Loc10,04/04/2007,2007,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,2156,0.0156,S22,13/12/1997,3421,0.0156,0.0195,5,Loc10,26/04/2007,2007,c,N,N,Y,N,N,N,N,N
D28,31/05/2001,2156,0.0156,S22,13/12/1997,3421,0.0156,0.0195,5,Loc10,26/04/2007,2007,c,N,N,Y,Y,Y,Y,Y,N
D33,12/07/2004,1056,0.0195,S15,30/07/1991,5787,0.0000,0.0508,6,Loc10,03/06/2007,2007,c,N,N,N,NA,NA,N,N,N
D33,12/07/2004,1056,0.0195,S15,30/07/1991,5787,0.0000,0.0508,6,Loc10,03/06/2007,2007,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,2199,0.0156,S22,13/12/1997,3464,0.0156,0.0195,5,Loc10,08/06/2007,2007,c,N,N,U,U,N,N,N,N
D28,31/05/2001,2201,0.0156,S22,13/12/1997,3466,0.0156,0.0195,5,Loc10,10/06/2007,2007,c,Y,Y,U,NA,NA,N,N,N
D28,31/05/2001,2211,0.0156,S22,13/12/1997,3476,0.0156,0.0195,5,Loc10,20/06/2007,2007,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,2213,0.0156,S22,13/12/1997,3478,0.0156,0.0195,5,Loc10,22/06/2007,2007,c,N,N,Y,Y,Y,Y,Y,N
D33,12/07/2004,1081,0.0195,S15,30/07/1991,5812,0.0000,0.0508,6,Loc10,28/06/2007,2007,c,N,N,Y,Y,Y,Y,Y,N
D33,12/07/2004,1083,0.0195,S15,30/07/1991,5814,0.0000,0.0508,6,Loc10,30/06/2007,2007,c,N,N,Y,Y,Y,Y,Y,N
D33,12/07/2004,1090,0.0195,S15,30/07/1991,5821,0.0000,0.0508,6,Loc10,07/07/2007,2007,c,N,N,N,NA,NA,N,N,N
D33,12/07/2004,1114,0.0195,S15,30/07/1991,5845,0.0000,0.0508,6,Loc10,31/07/2007,2007,c,N,N,N,NA,NA,N,N,Y
D33,12/07/2004,1116,0.0195,S15,30/07/1991,5847,0.0000,0.0508,6,Loc10,02/08/2007,2007,c,N,N,N,NA,NA,N,N,Y
D33,12/07/2004,1130,0.0195,S15,30/07/1991,5861,0.0000,0.0508,6,Loc10,16/08/2007,2007,c,N,N,U,U,N,N,N,N
D33,12/07/2004,1132,0.0195,S15,30/07/1991,5863,0.0000,0.0508,6,Loc10,18/08/2007,2007,c,N,N,U,U,N,N,N,N
D28,31/05/2001,2493,0.0156,S22,13/12/1997,3758,0.0156,0.0195,5,Loc10,28/03/2008,2008,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,2493,0.0156,S22,13/12/1997,3758,0.0156,0.0195,5,Loc10,28/03/2008,2008,c,N,N,Y,Y,N,N,N,N
D28,31/05/2001,2567,0.0156,S22,13/12/1997,3832,0.0156,0.0195,5,Loc10,10/06/2008,2008,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,2570,0.0156,S22,13/12/1997,3835,0.0156,0.0195,5,Loc10,13/06/2008,2008,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,2615,0.0156,S22,13/12/1997,3880,0.0156,0.0195,5,Loc10,28/07/2008,2008,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,2619,0.0156,S22,13/12/1997,3884,0.0156,0.0195,5,Loc10,01/08/2008,2008,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,2862,0.0156,S22,13/12/1997,4127,0.0156,0.0195,5,Loc10,01/04/2009,2009,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,2864,0.0156,S22,13/12/1997,4129,0.0156,0.0195,5,Loc10,03/04/2009,2009,c,N,N,N,NA,NA,N,N,N
D40,17/08/2006,983,0.0352,S34,09/07/2005,1387,0.0195,0.0688,7,Loc10,26/04/2009,2009,c,Y,Y,U,NA,NA,N,N,N
D28,31/05/2001,2890,0.0156,S22,13/12/1997,4155,0.0156,0.0195,5,Loc10,29/04/2009,2009,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,2892,0.0156,S22,13/12/1997,4157,0.0156,0.0195,5,Loc10,01/05/2009,2009,c,N,N,N,NA,NA,N,N,N
D40,17/08/2006,998,0.0352,S34,09/07/2005,1402,0.0195,0.0688,7,Loc10,11/05/2009,2009,c,N,N,Y,Y,Y,Y,Y,N
D40,17/08/2006,1001,0.0352,S34,09/07/2005,1405,0.0195,0.0688,7,Loc10,14/05/2009,2009,c,N,N,Y,N,N,N,N,N
D28,31/05/2001,2928,0.0156,S22,13/12/1997,4193,0.0156,0.0195,5,Loc10,06/06/2009,2009,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,2930,0.0156,S22,13/12/1997,4195,0.0156,0.0195,5,Loc10,08/06/2009,2009,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,2957,0.0156,S22,13/12/1997,4222,0.0156,0.0195,5,Loc10,05/07/2009,2009,c,N,N,U,U,N,N,N,N
D40,17/08/2006,1064,0.0352,S34,09/07/2005,1468,0.0195,0.0688,7,Loc10,16/07/2009,2009,c,N,N,Y,Y,Y,Y,Y,N
D40,17/08/2006,1066,0.0352,S34,09/07/2005,1470,0.0195,0.0688,7,Loc10,18/07/2009,2009,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,2973,0.0156,S22,13/12/1997,4238,0.0156,0.0195,5,Loc10,21/07/2009,2009,c,N,N,U,U,N,N,N,N
D28,31/05/2001,3224,0.0156,S22,13/12/1997,4489,0.0156,0.0195,5,Loc10,29/03/2010,2010,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,3224,0.0156,S22,13/12/1997,4489,0.0156,0.0195,5,Loc10,29/03/2010,2010,c,N,N,N,NA,NA,N,N,N
D40,17/08/2006,1342,0.0352,S34,09/07/2005,1746,0.0195,0.0688,7,Loc10,20/04/2010,2010,c,N,N,N,NA,NA,N,N,N
D28,31/05/2001,3259,0.0156,S22,13/12/1997,4524,0.0156,0.0195,5,Loc10,03/05/2010,2010,c,Y,Y,N,NA,NA,N,N,N
D28,31/05/2001,3259,0.0156,S22,13/12/1997,4524,0.0156,0.0195,5,Loc10,03/05/2010,2010,c,Y,Y,N,NA,NA,N,N,N
D40,17/08/2006,1364,0.0352,S34,09/07/2005,1768,0.0195,0.0688,7,Loc10,12/05/2010,2010,c,N,N,U,U,N,U,U,Y
D40,17/08/2006,1364,0.0352,S34,09/07/2005,1768,0.0195,0.0688,7,Loc10,12/05/2010,2010,c,N,N,Y,Y,Y,Y,Y,N
D28,31/05/2001,3306,0.0156,S22,13/12/1997,4571,0.0156,0.0195,5,Loc10,19/06/2010,2010,c,U,U,N,NA,NA,N,N,N
D40,17/08/2006,1438,0.0352,S34,09/07/2005,1842,0.0195,0.0688,7,Loc10,25/07/2010,2010,c,Y,Y,U,NA,NA,N,N,N
D28,31/05/2001,3343,0.0156,S22,13/12/1997,4608,0.0156,0.0195,5,Loc10,26/07/2010,2010,c,U,U,U,N,NA,N,N,N
D49,10/06/2011,1715,0.0815,S42,13/05/2009,2473,0.0718,0.0927,9,Loc13,19/02/2016,2016,d,U,U,Y,N,N,N,N,N
D54,14/07/2012,1357,0.0782,S46,14/05/2010,2149,0.0883,0.0998,9,Loc13,01/04/2016,2016,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,1359,0.0782,S46,14/05/2010,2151,0.0883,0.0998,9,Loc13,03/04/2016,2016,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,1393,0.0782,S46,14/05/2010,2185,0.0883,0.0998,9,Loc13,07/05/2016,2016,d,U,U,Y,N,N,N,N,N
D54,14/07/2012,1395,0.0782,S46,14/05/2010,2187,0.0883,0.0998,9,Loc13,09/05/2016,2016,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,1428,0.0782,S46,14/05/2010,2220,0.0883,0.0998,9,Loc13,11/06/2016,2016,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,1430,0.0782,S46,14/05/2010,2222,0.0883,0.0998,9,Loc13,13/06/2016,2016,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,1432,0.0782,S46,14/05/2010,2224,0.0883,0.0998,9,Loc13,15/06/2016,2016,d,U,U,N,NA,NA,N,N,N
D49,10/06/2011,1833,0.0815,S42,13/05/2009,2591,0.0718,0.0927,9,Loc13,16/06/2016,2016,d,U,U,Y,Y,Y,Y,Y,N
D49,10/06/2011,1835,0.0815,S42,13/05/2009,2593,0.0718,0.0927,9,Loc13,18/06/2016,2016,d,U,U,Y,N,N,N,N,N
D54,14/07/2012,1457,0.0782,S46,14/05/2010,2249,0.0883,0.0998,9,Loc13,10/07/2016,2016,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,1459,0.0782,S46,14/05/2010,2251,0.0883,0.0998,9,Loc13,12/07/2016,2016,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,1472,0.0782,S46,14/05/2010,2264,0.0883,0.0998,9,Loc13,25/07/2016,2016,d,U,U,N,NA,NA,N,N,Y
D54,14/07/2012,1474,0.0782,S46,14/05/2010,2266,0.0883,0.0998,9,Loc13,27/07/2016,2016,d,U,U,N,NA,NA,N,N,Y
D54,14/07/2012,1476,0.0782,S46,14/05/2010,2268,0.0883,0.0998,9,Loc13,29/07/2016,2016,d,U,U,N,NA,NA,N,N,Y
D54,14/07/2012,1478,0.0782,S46,14/05/2010,2270,0.0883,0.0998,9,Loc13,31/07/2016,2016,d,U,U,N,NA,NA,N,N,Y
D49,10/06/2011,1902,0.0815,S42,13/05/2009,2660,0.0718,0.0927,9,Loc13,24/08/2016,2016,d,U,U,N,NA,NA,N,N,N
D49,10/06/2011,1907,0.0815,S42,13/05/2009,2665,0.0718,0.0927,9,Loc13,29/08/2016,2016,d,U,U,Y,N,N,N,N,N
D54,14/07/2012,1681,0.0782,S46,14/05/2010,2473,0.0883,0.0998,9,Loc13,19/02/2017,2017,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,1683,0.0782,S46,14/05/2010,2475,0.0883,0.0998,9,Loc13,21/02/2017,2017,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,1723,0.0782,S46,14/05/2010,2515,0.0883,0.0998,9,Loc13,02/04/2017,2017,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,1725,0.0782,S46,14/05/2010,2517,0.0883,0.0998,9,Loc13,04/04/2017,2017,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,1727,0.0782,S46,14/05/2010,2519,0.0883,0.0998,9,Loc13,06/04/2017,2017,d,U,U,N,NA,NA,N,N,N
D49,10/06/2011,2129,0.0815,S42,13/05/2009,2887,0.0718,0.0927,9,Loc13,08/04/2017,2017,d,U,U,Y,N,N,N,N,N
D49,10/06/2011,2131,0.0815,S42,13/05/2009,2889,0.0718,0.0927,9,Loc13,10/04/2017,2017,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,1771,0.0782,S46,14/05/2010,2563,0.0883,0.0998,9,Loc13,20/05/2017,2017,d,U,U,N,NA,NA,N,N,N
D49,10/06/2011,2172,0.0815,S42,13/05/2009,2930,0.0718,0.0927,9,Loc13,21/05/2017,2017,d,U,U,Y,Y,Y,Y,Y,N
D54,14/07/2012,1773,0.0782,S46,14/05/2010,2565,0.0883,0.0998,9,Loc13,22/05/2017,2017,d,U,U,N,NA,NA,N,N,N
D49,10/06/2011,2174,0.0815,S42,13/05/2009,2932,0.0718,0.0927,9,Loc13,23/05/2017,2017,d,U,U,N,NA,NA,N,N,N
D49,10/06/2011,2242,0.0815,S42,13/05/2009,3000,0.0718,0.0927,9,Loc13,30/07/2017,2017,d,U,U,Y,Y,Y,Y,Y,N
D49,10/06/2011,2244,0.0815,S42,13/05/2009,3002,0.0718,0.0927,9,Loc13,01/08/2017,2017,d,U,U,N,NA,NA,N,N,N
D49,10/06/2011,2403,0.0815,S42,13/05/2009,3161,0.0718,0.0927,9,Loc13,07/01/2018,2018,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,2034,0.0782,S46,14/05/2010,2826,0.0883,0.0998,9,Loc13,07/02/2018,2018,d,U,U,N,NA,NA,N,N,N
D49,10/06/2011,2447,0.0815,S42,13/05/2009,3205,0.0718,0.0927,9,Loc13,20/02/2018,2018,d,U,U,N,NA,NA,N,N,N
D49,10/06/2011,2450,0.0815,S42,13/05/2009,3208,0.0718,0.0927,9,Loc13,23/02/2018,2018,d,U,U,N,NA,NA,N,N,N
D49,10/06/2011,2486,0.0815,S42,13/05/2009,3244,0.0718,0.0927,9,Loc13,31/03/2018,2018,d,U,U,N,NA,NA,N,N,N
D49,10/06/2011,2488,0.0815,S42,13/05/2009,3246,0.0718,0.0927,9,Loc13,02/04/2018,2018,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,2103,0.0782,S36,11/08/2005,4632,0.0684,0.0742,9,Loc13,17/04/2018,2018,d,U,U,N,NA,NA,N,N,N
D54,14/07/2012,2105,0.0782,S36,11/08/2005,4634,0.0684,0.0742,9,Loc13,19/04/2018,2018,d,U,U,N,NA,NA,N,N,N
